grid,centroid,c_lon,c_lat,geometry,node,nearest_sap,destination,sap_name,route_length
"1195963.280286 1002017.520396, 1195963.280286 1003017.520396, 1196963.280286 1003017.520396, 1196963.280286 1002017.520396, 1195963.280286 1002017.520396",POINT (1196463.2802863133 1002517.520395831),75.8546110646183,26.893933665244084,"POLYGON ((584366.9050431079 2974477.9487415813, 584375.7876408142 2975478.6088109678, 585376.4487621561 2975469.727256678, 585367.566151648 2974469.065087934, 584366.9050431079 2974477.9487415813))",9141035085,POINT (585528.0453915473 2975074.1145259994),3783537573,Ghat ki guni,3250
"1195963.280286 1003017.520396, 1195963.280286 1004017.520396, 1196963.280286 1004017.520396, 1196963.280286 1003017.520396, 1195963.280286 1003017.520396",POINT (1196463.2802863133 1003517.520395831),75.8547684946213,26.902966809154105,"POLYGON ((584375.7876408142 2975478.6088109678, 584384.6681511174 2976479.268880372, 585385.3292605194 2976470.3894262696, 585376.4487621561 2975469.727256678, 584375.7876408142 2975478.6088109678))",4772225375,POINT (583854.1695135281 2976086.012276169),2106291591,Transport Nagar,4538
"1195963.280286 1004017.520396, 1195963.280286 1005017.520396, 1196963.280286 1005017.520396, 1196963.280286 1004017.520396, 1195963.280286 1004017.520396",POINT (1196463.2802863133 1004517.520395831),75.85492594966371,26.911999940889093,"POLYGON ((584384.6681511174 2976479.268880372, 584393.5465732011 2977479.9289250546, 585394.2076459163 2977471.051571956, 585385.3292605194 2976470.3894262696, 584384.6681511174 2976479.268880372))",4772224403,POINT (584266.5790762692 2977673.201627969),3783046924,Galta Gate,1758
"1195963.280286 1005017.520396, 1195963.280286 1006017.520396, 1196963.280286 1006017.520396, 1196963.280286 1005017.520396, 1195963.280286 1005017.520396",POINT (1196463.2802863133 1005517.520395831),75.8550834297515,26.921033060223053,"POLYGON ((584393.5465732011 2977479.9289250546, 584402.4229062422 2978480.5889202617, 585403.0839175213 2978471.7136689876, 585394.2076459163 2977471.051571956, 584393.5465732011 2977479.9289250546))",8611031627,POINT (584266.5790762692 2977673.201627969),3783046924,Galta Gate,650
"1195963.280286 1006017.520396, 1195963.280286 1007017.520396, 1196963.280286 1007017.520396, 1196963.280286 1006017.520396, 1195963.280286 1006017.520396",POINT (1196463.2802863133 1006517.520395831),75.85524093489067,26.93006616692984,"POLYGON ((584402.4229062422 2978480.5889202617, 584411.2971494218 2979481.248841248, 585411.9580745143 2979472.375692625, 585403.0839175213 2978471.7136689876, 584402.4229062422 2978480.5889202617))",7055099680,POINT (584266.5790762692 2977673.201627969),3783046924,Galta Gate,3686
"1195963.280286 1007017.520396, 1195963.280286 1008017.520396, 1196963.280286 1008017.520396, 1196963.280286 1007017.520396, 1195963.280286 1007017.520396",POINT (1196463.2802863133 1007517.520395831),75.8553984650872,26.93909926078342,"POLYGON ((584411.2971494218 2979481.248841248, 584420.1693019153 2980481.908663262, 585420.8301160699 2980473.0376181076, 585411.9580745143 2979472.375692625, 584411.2971494218 2979481.248841248))",8604987321,POINT (583335.0988253442 2980520.3704814557),4800356319,Ramgarh Mod,1540
"1195963.280286 1008017.520396, 1195963.280286 1009017.520396, 1196963.280286 1009017.520396, 1196963.280286 1008017.520396, 1195963.280286 1008017.520396",POINT (1196463.2802863133 1008517.520395831),75.85555602034707,26.94813234155764,"POLYGON ((584420.1693019153 2980481.908663262, 584429.0393629061 2981482.5683615482, 585429.7000413674 2981473.6994206877, 585420.8301160699 2980473.0376181076, 584420.1693019153 2980481.908663262))",8609486814,POINT (583592.0108461096 2981580.1468217294),8609496324,Jal Mahal,2668
"1195963.280286 1009017.520396, 1195963.280286 1010017.520396, 1196963.280286 1010017.520396, 1196963.280286 1009017.520396, 1195963.280286 1009017.520396",POINT (1196463.2802863133 1009517.520395831),75.85571360067624,26.95716540902642,"POLYGON ((584429.0393629061 2981482.5683615482, 584437.9073315712 2982483.2279113554, 585438.5678495842 2982474.3610756104, 585429.7000413674 2981473.6994206877, 584429.0393629061 2981482.5683615482))",8043906185,POINT (583856.7538289096 2982334.633155098),3993089279,Air Force School,1981
"1195963.280286 1010017.520396, 1195963.280286 1011017.520396, 1196963.280286 1011017.520396, 1196963.280286 1010017.520396, 1195963.280286 1010017.520396",POINT (1196463.2802863133 1010517.520395831),75.85587120608069,26.96619846296357,"POLYGON ((584437.9073315712 2982483.2279113554, 584446.7732070913 2983483.887287927, 585447.4335398983 2983475.022558116, 585438.5678495842 2982474.3610756104, 584437.9073315712 2982483.2279113554))",3373244235,POINT (584470.6514603356 2984021.596352346),316420579,Kholeshwar Mahadev Temple,661
"1195963.280286 1011017.520396, 1195963.280286 1012017.520396, 1196963.280286 1012017.520396, 1196963.280286 1011017.520396, 1195963.280286 1011017.520396",POINT (1196463.2802863133 1011517.520395831),75.85602883656644,26.97523150314298,"POLYGON ((584446.7732070913 2983483.887287927, 584455.6369886443 2984484.5464665, 585456.2971114855 2984475.6838434446, 585447.4335398983 2983475.022558116, 584446.7732070913 2983483.887287927))",8559184948,POINT (584470.6514603356 2984021.596352346),316420579,Kholeshwar Mahadev Temple,3462
"1195963.280286 1012017.520396, 1195963.280286 1013017.520396, 1196963.280286 1013017.520396, 1196963.280286 1012017.520396, 1195963.280286 1012017.520396",POINT (1196463.2802863133 1012517.520395831),75.85618649213944,26.98426452933852,"POLYGON ((584455.6369886443 2984484.5464665, 584464.4986754121 2985485.2054223143, 585465.1585635266 2985476.344906838, 585456.2971114855 2984475.6838434446, 584455.6369886443 2984484.5464665))",655335466,POINT (584739.8336654555 2985113.070125189),655335466,Amer Fort,0
"1195963.280286 1013017.520396, 1195963.280286 1014017.520396, 1196963.280286 1014017.520396, 1196963.280286 1013017.520396, 1195963.280286 1013017.520396",POINT (1196463.2802863133 1013517.520395831),75.8563441728057,26.993297541323955,"POLYGON ((584464.4986754121 2985485.2054223143, 584473.3582665755 2986485.8641306134, 585474.0178951983 2986477.0057235328, 585465.1585635266 2985476.344906838, 584464.4986754121 2985485.2054223143))",543081621,POINT (584869.3461668643 2985421.3373761093),3590694363,Gandhi Chowk,568
"1195963.280286 1014017.520396, 1195963.280286 1015017.520396, 1196963.280286 1015017.520396, 1196963.280286 1014017.520396, 1195963.280286 1014017.520396",POINT (1196463.2802863133 1014517.520395831),75.85650187857122,27.00233053887311,"POLYGON ((584473.3582665755 2986485.8641306134, 584482.2157613124 2987486.522566626, 585482.8751056778 2987477.666268764, 585474.0178951983 2986477.0057235328, 584473.3582665755 2986485.8641306134))",543081621,POINT (585284.4933262514 2985453.3340390427),543081515,Amer,930
"1196963.280286 990017.520396, 1196963.280286 991017.520396, 1197963.280286 991017.520396, 1197963.280286 990017.520396, 1196963.280286 990017.520396",POINT (1197463.2802863133 990517.520395831),75.86278884154824,26.785393700104443,"POLYGON ((585260.8103781623 2962461.1281333906, 585269.7182701363 2963461.7883625845, 586270.3797075172 2963452.881372648, 586261.4715051344 2962452.2190292496, 585260.8103781623 2962461.1281333906))",4807167360,POINT (583468.4902948493 2964670.0346732945),3785900426,Dwarka Puri,3782
"1196963.280286 991017.520396, 1196963.280286 992017.520396, 1197963.280286 992017.520396, 1197963.280286 991017.520396, 1196963.280286 991017.520396",POINT (1197463.2802863133 991517.520395831),75.8629467709439,26.7944269614,"POLYGON ((585269.7182701363 2963461.7883625845, 585278.6240598548 2964462.44888942, 586279.2857829244 2964453.544014508, 586270.3797075172 2963452.881372648, 585269.7182701363 2963461.7883625845))",4807167444,POINT (583468.4902948493 2964670.0346732945),3785900426,Dwarka Puri,3782
"1196963.280286 992017.520396, 1196963.280286 993017.520396, 1197963.280286 993017.520396, 1197963.280286 992017.520396, 1196963.280286 992017.520396",POINT (1197463.2802863133 992517.520395831),75.86310472543443,26.80346021323384,"POLYGON ((585278.6240598548 2964462.44888942, 585287.5277464945 2965463.1096891686, 586288.1897305324 2965454.206930108, 586279.2857829244 2964453.544014508, 585278.6240598548 2964462.44888942))",4807492897,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,2347
"1196963.280286 993017.520396, 1196963.280286 994017.520396, 1197963.280286 994017.520396, 1197963.280286 993017.520396, 1196963.280286 993017.520396",POINT (1197463.2802863133 993517.520395831),75.86326270502576,26.81249345538012,"POLYGON ((585287.5277464945 2965463.1096891686, 585296.4293292305 2966463.7707371064, 586297.0915495076 2966454.870094726, 586288.1897305324 2965454.206930108, 585287.5277464945 2965463.1096891686))",4814779378,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,1512
"1196963.280286 994017.520396, 1196963.280286 995017.520396, 1197963.280286 995017.520396, 1197963.280286 994017.520396, 1196963.280286 994017.520396",POINT (1197463.2802863133 994517.520395831),75.86342070972391,26.821526687612938,"POLYGON ((585296.4293292305 2966463.7707371064, 585305.3288072387 2967464.432008507, 586305.9912390301 2967455.533483631, 586297.0915495076 2966454.870094726, 585296.4293292305 2966463.7707371064))",4727219819,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,1955
"1196963.280286 995017.520396, 1196963.280286 996017.520396, 1197963.280286 996017.520396, 1197963.280286 995017.520396, 1196963.280286 995017.520396",POINT (1197463.2802863133 995517.520395831),75.86357873953487,26.830559909706377,"POLYGON ((585305.3288072387 2967464.432008507, 585314.2261796921 2968465.093478646, 586314.8887982675 2968456.1970721036, 586305.9912390301 2967455.533483631, 585305.3288072387 2967464.432008507))",6910849491,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,2517
"1196963.280286 996017.520396, 1196963.280286 997017.520396, 1197963.280286 997017.520396, 1197963.280286 996017.520396, 1196963.280286 996017.520396",POINT (1197463.2802863133 996517.520395831),75.8637367944646,26.839593121434536,"POLYGON ((585314.2261796921 2968465.093478646, 585323.1214457704 2969465.7551227915, 586323.7842263974 2969456.860835402, 586314.8887982675 2968456.1970721036, 585314.2261796921 2968465.093478646))",8622074150,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,3974
"1196963.280286 997017.520396, 1196963.280286 998017.520396, 1197963.280286 998017.520396, 1197963.280286 997017.520396, 1196963.280286 997017.520396",POINT (1197463.2802863133 997517.520395831),75.8638948745191,26.84862632257145,"POLYGON ((585323.1214457704 2969465.7551227915, 585332.0146046447 2970466.416916212, 586332.6775225936 2970457.524748803, 586323.7842263974 2969456.860835402, 585323.1214457704 2969465.7551227915))",3788559679,POINT (582954.8320943596 2968538.816962231),8611217445,Jagatpura jaipur,3981
"1196963.280286 998017.520396, 1196963.280286 999017.520396, 1197963.280286 999017.520396, 1197963.280286 998017.520396, 1196963.280286 998017.520396",POINT (1197463.2802863133 998517.520395831),75.86405297970438,26.857659512891164,"POLYGON ((585332.0146046447 2970466.416916212, 585340.905655494 2971467.0788341737, 586341.5686860298 2971458.1887875716, 586332.6775225936 2970457.524748803, 585332.0146046447 2970466.416916212))",6726395033,POINT (582954.8320943596 2968538.816962231),8611217445,Jagatpura jaipur,5125
"1196963.280286 999017.520396, 1196963.280286 1000017.520396, 1197963.280286 1000017.520396, 1197963.280286 999017.520396, 1196963.280286 999017.520396",POINT (1197463.2802863133 999517.520395831),75.86421111002642,26.866692692167724,"POLYGON ((585340.905655494 2971467.0788341737, 585349.7945974942 2972467.7408519387, 586350.4577158771 2972458.8529269677, 586341.5686860298 2971458.1887875716, 585340.905655494 2971467.0788341737))",3788531735,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,4205
"1196963.280286 1000017.520396, 1196963.280286 1001017.520396, 1197963.280286 1001017.520396, 1197963.280286 1000017.520396, 1196963.280286 1000017.520396",POINT (1197463.2802863133 1000517.520395831),75.86436926549119,26.875725860175155,"POLYGON ((585349.7945974942 2972467.7408519387, 585358.6814298214 2973468.4029447716, 586359.3446113118 2973459.5171422553, 586350.4577158771 2972458.8529269677, 585349.7945974942 2972467.7408519387))",3788534004,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,2838
"1196963.280286 1001017.520396, 1196963.280286 1002017.520396, 1197963.280286 1002017.520396, 1197963.280286 1001017.520396, 1196963.280286 1001017.520396",POINT (1197463.2802863133 1001517.520395831),75.86452744610472,26.884759016687443,"POLYGON ((585358.6814298214 2973468.4029447716, 585367.566151648 2974469.065087934, 586368.2293715113 2974460.181408697, 586359.3446113118 2973459.5171422553, 585358.6814298214 2973468.4029447716))",3783529327,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,2869
"1196963.280286 1002017.520396, 1196963.280286 1003017.520396, 1197963.280286 1003017.520396, 1197963.280286 1002017.520396, 1196963.280286 1002017.520396",POINT (1197463.2802863133 1002517.520395831),75.86468565187299,26.89379216147858,"POLYGON ((585367.566151648 2974469.065087934, 585376.4487621561 2975469.727256678, 586377.1119956442 2975460.8457015464, 586368.2293715113 2974460.181408697, 585367.566151648 2974469.065087934))",10156533664,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,1875
"1196963.280286 1003017.520396, 1196963.280286 1004017.520396, 1197963.280286 1004017.520396, 1197963.280286 1003017.520396, 1196963.280286 1003017.520396",POINT (1197463.2802863133 1003517.520395831),75.864843882802,26.90282529432251,"POLYGON ((585376.4487621561 2975469.727256678, 585385.3292605194 2976470.3894262696, 586385.992482889 2976461.509996064, 586377.1119956442 2975460.8457015464, 585376.4487621561 2975469.727256678))",1867784238,POINT (585528.0453915473 2975074.1145259994),3783537573,Ghat ki guni,1383
"1196963.280286 1004017.520396, 1196963.280286 1005017.520396, 1197963.280286 1005017.520396, 1197963.280286 1004017.520396, 1196963.280286 1004017.520396",POINT (1197463.2802863133 1004517.520395831),75.86500213889776,26.911858414993247,"POLYGON ((585385.3292605194 2976470.3894262696, 585394.2076459163 2977471.051571956, 586394.8708324207 2977462.1742675044, 586385.992482889 2976461.509996064, 585385.3292605194 2976470.3894262696))",8582561072,POINT (584266.5790762692 2977673.201627969),3783046924,Galta Gate,4659
"1196963.280286 1005017.520396, 1196963.280286 1006017.520396, 1197963.280286 1006017.520396, 1197963.280286 1005017.520396, 1196963.280286 1005017.520396",POINT (1197463.2802863133 1005517.520395831),75.86516042016629,26.920891523264668,"POLYGON ((585394.2076459163 2977471.051571956, 585403.0839175213 2978471.7136689876, 586403.7470434138 2978462.838491115, 586394.8708324207 2977462.1742675044, 585394.2076459163 2977471.051571956))",8582578129,POINT (584266.5790762692 2977673.201627969),3783046924,Galta Gate,5977
"1196963.280286 1007017.520396, 1196963.280286 1008017.520396, 1197963.280286 1008017.520396, 1197963.280286 1007017.520396, 1196963.280286 1007017.520396",POINT (1197463.2802863133 1007517.520395831),75.86547705824562,26.93895770170537,"POLYGON ((585411.9580745143 2979472.375692625, 585420.8301160699 2980473.0376181076, 586421.4930464835 2980464.166695859, 586412.6211150419 2979463.5026421496, 585411.9580745143 2979472.375692625))",8628317304,POINT (583335.0988253442 2980520.3704814557),4800356319,Ramgarh Mod,3608
"1196963.280286 1008017.520396, 1196963.280286 1009017.520396, 1197963.280286 1009017.520396, 1197963.280286 1008017.520396, 1196963.280286 1008017.520396",POINT (1197463.2802863133 1008517.520395831),75.86563541506845,26.94799077142244,"POLYGON ((585420.8301160699 2980473.0376181076, 585429.7000413674 2981473.6994206877, 586430.3628369109 2981464.830627486, 586421.4930464835 2980464.166695859, 585420.8301160699 2980473.0376181076))",4801284220,POINT (583592.0108461096 2981580.1468217294),8609496324,Jal Mahal,3798
"1196963.280286 1009017.520396, 1196963.280286 1010017.520396, 1197963.280286 1010017.520396, 1197963.280286 1009017.520396, 1196963.280286 1009017.520396",POINT (1197463.2802863133 1009517.520395831),75.86579379708805,26.95702382783585,"POLYGON ((585429.7000413674 2981473.6994206877, 585438.5678495842 2982474.3610756104, 586439.2304855022 2982465.494412278, 586430.3628369109 2981464.830627486, 585429.7000413674 2981473.6994206877))",8628043129,POINT (583856.7538289096 2982334.633155098),3993089279,Air Force School,4766
"1196963.280286 1010017.520396, 1196963.280286 1011017.520396, 1197963.280286 1011017.520396, 1197963.280286 1010017.520396, 1196963.280286 1010017.520396",POINT (1197463.2802863133 1010517.520395831),75.86595220431046,26.966056870719424,"POLYGON ((585438.5678495842 2982474.3610756104, 585447.4335398983 2983475.022558116, 586448.0959914309 2983466.158025476, 586439.2304855022 2982465.494412278, 585438.5678495842 2982474.3610756104))",8613978029,POINT (584470.6514603356 2984021.596352346),316420579,Kholeshwar Mahadev Temple,5038
"1196963.280286 1011017.520396, 1196963.280286 1012017.520396, 1197963.280286 1012017.520396, 1197963.280286 1011017.520396, 1196963.280286 1011017.520396",POINT (1197463.2802863133 1011517.520395831),75.86611063674171,26.975089899847028,"POLYGON ((585447.4335398983 2983475.022558116, 585456.2971114855 2984475.6838434446, 586456.9593538754 2984466.8214423237, 586448.0959914309 2983466.158025476, 585447.4335398983 2983475.022558116))",8614016752,POINT (584470.6514603356 2984021.596352346),316420579,Kholeshwar Mahadev Temple,4104
"1196963.280286 1012017.520396, 1196963.280286 1013017.520396, 1197963.280286 1013017.520396, 1197963.280286 1012017.520396, 1196963.280286 1012017.520396",POINT (1197463.2802863133 1012517.520395831),75.86626909438776,26.984122914992557,"POLYGON ((585456.2971114855 2984475.6838434446, 585465.1585635266 2985476.344906838, 586465.8205720101 2985467.484638055, 586456.9593538754 2984466.8214423237, 585456.2971114855 2984475.6838434446))",3373187120,POINT (585865.0314057148 2985690.1530761695),3778155928,Amer Stadium,1056
"1196963.280286 1013017.520396, 1196963.280286 1014017.520396, 1197963.280286 1014017.520396, 1197963.280286 1013017.520396, 1196963.280286 1013017.520396",POINT (1197463.2802863133 1013517.520395831),75.8664275772547,26.99315591592976,"POLYGON ((585465.1585635266 2985476.344906838, 585474.0178951983 2986477.0057235328, 586474.6796450122 2986468.1475879145, 586465.8205720101 2985467.484638055, 585465.1585635266 2985476.344906838))",7058908659,POINT (585865.0314057148 2985690.1530761695),3778155928,Amer Stadium,805
"1196963.280286 1014017.520396, 1196963.280286 1015017.520396, 1197963.280286 1015017.520396, 1197963.280286 1014017.520396, 1196963.280286 1014017.520396",POINT (1197463.2802863133 1014517.520395831),75.86658608534847,27.002188902432483,"POLYGON ((585474.0178951983 2986477.0057235328, 585482.8751056778 2987477.666268764, 586483.5365720574 2987468.8102671294, 586474.6796450122 2986468.1475879145, 585474.0178951983 2986477.0057235328))",3371888975,POINT (586927.6370142719 2986243.799252743),316420113,Kunda,2503
"1197963.280286 990017.520396, 1197963.280286 991017.520396, 1198963.280286 991017.520396, 1198963.280286 990017.520396, 1197963.280286 990017.520396",POINT (1198463.2802863133 990517.520395831),75.87285380252199,26.78525161169309,"POLYGON ((586261.4715051344 2962452.2190292496, 586270.3797075172 2963452.881372648, 587271.0432718738 2963443.9740842455, 587262.1347582536 2962443.3096019244, 586261.4715051344 2962452.2190292496))",4807269120,POINT (583468.4902948493 2964670.0346732945),3785900426,Dwarka Puri,4266
"1197963.280286 991017.520396, 1197963.280286 992017.520396, 1198963.280286 992017.520396, 1198963.280286 991017.520396, 1197963.280286 991017.520396",POINT (1198463.2802863133 991517.520395831),75.87301253131216,26.79428486184496,"POLYGON ((586270.3797075172 2963452.881372648, 586279.2857829244 2964453.544014508, 587279.9496337981 2964444.6388658546, 587271.0432718738 2963443.9740842455, 586270.3797075172 2963452.881372648))",10208694239,POINT (583468.4902948493 2964670.0346732945),3785900426,Dwarka Puri,3905
"1197963.280286 992017.520396, 1197963.280286 993017.520396, 1198963.280286 993017.520396, 1198963.280286 992017.520396, 1197963.280286 992017.520396",POINT (1198463.2802863133 992517.520395831),75.87317128532415,26.803318102536863,"POLYGON ((586279.2857829244 2964453.544014508, 586288.1897305324 2965454.206930108, 587288.8538431955 2965445.303922034, 587279.9496337981 2964444.6388658546, 586279.2857829244 2964453.544014508))",4815005032,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,3344
"1197963.280286 993017.520396, 1197963.280286 994017.520396, 1198963.280286 994017.520396, 1198963.280286 993017.520396, 1197963.280286 993017.520396",POINT (1198463.2802863133 993517.520395831),75.87333006456396,26.812351333543035,"POLYGON ((586288.1897305324 2965454.206930108, 586297.0915495076 2966454.870094726, 587297.7558992411 2966445.9692280553, 587288.8538431955 2965445.303922034, 586288.1897305324 2965454.206930108))",4815519021,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,2639
"1197963.280286 994017.520396, 1197963.280286 995017.520396, 1198963.280286 995017.520396, 1198963.280286 994017.520396, 1197963.280286 994017.520396",POINT (1198463.2802863133 994517.520395831),75.8734888690376,26.8213845546375,"POLYGON ((586297.0915495076 2966454.870094726, 586305.9912390301 2967455.533483631, 587306.6558011015 2967446.634759195, 587297.7558992411 2966445.9692280553, 586297.0915495076 2966454.870094726))",4818141955,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,3110
"1197963.280286 995017.520396, 1197963.280286 996017.520396, 1198963.280286 996017.520396, 1198963.280286 995017.520396, 1197963.280286 995017.520396",POINT (1198463.2802863133 995517.520395831),75.87364769875109,26.83041776559436,"POLYGON ((586305.9912390301 2967455.533483631, 586314.8887982675 2968456.1970721036, 587315.5535479517 2968447.3004907276, 587306.6558011015 2967446.634759195, 586305.9912390301 2967455.533483631))",4819355836,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,3648
"1197963.280286 996017.520396, 1197963.280286 997017.520396, 1198963.280286 997017.520396, 1198963.280286 996017.520396, 1197963.280286 996017.520396",POINT (1198463.2802863133 996517.520395831),75.87380655371044,26.83945096618774,"POLYGON ((586314.8887982675 2968456.1970721036, 586323.7842263974 2969456.860835402, 587324.449138962 2969447.966397916, 587315.5535479517 2968447.3004907276, 586314.8887982675 2968456.1970721036))",4750656210,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,4420
"1197963.280286 997017.520396, 1197963.280286 998017.520396, 1198963.280286 998017.520396, 1198963.280286 997017.520396, 1197963.280286 997017.520396",POINT (1198463.2802863133 997517.520395831),75.87396543392167,26.848484156191663,"POLYGON ((586323.7842263974 2969456.860835402, 586332.6775225936 2970457.524748803, 587333.3425733023 2970448.632456032, 587324.449138962 2969447.966397916, 586323.7842263974 2969456.860835402))",8620426460,POINT (584523.5892619151 2966546.9900627304),4135511694,8 Number Bus Stand,5565
"1197963.280286 998017.520396, 1197963.280286 999017.520396, 1198963.280286 999017.520396, 1198963.280286 998017.520396, 1197963.280286 998017.520396",POINT (1198463.2802863133 998517.520395831),75.87412433939082,26.85751733538017,"POLYGON ((586332.6775225936 2970457.524748803, 586341.5686860298 2971458.1887875716, 587342.2338501492 2971449.2986403396, 587333.3425733023 2970448.632456032, 586332.6775225936 2970457.524748803))",8620426435,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,6045
"1197963.280286 999017.520396, 1197963.280286 1000017.520396, 1198963.280286 1000017.520396, 1198963.280286 999017.520396, 1197963.280286 999017.520396",POINT (1198463.2802863133 999517.520395831),75.87428327012388,26.866550503527307,"POLYGON ((586341.5686860298 2971458.1887875716, 586350.4577158771 2972458.8529269677, 587351.1229686714 2972449.9649261064, 587342.2338501492 2971449.2986403396, 586341.5686860298 2971458.1887875716))",8631261999,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,4182
"1197963.280286 1000017.520396, 1197963.280286 1001017.520396, 1198963.280286 1001017.520396, 1198963.280286 1000017.520396, 1197963.280286 1000017.520396",POINT (1198463.2802863133 1000517.520395831),75.87444222612692,26.875583660407116,"POLYGON ((586350.4577158771 2972458.8529269677, 586359.3446113118 2973459.5171422553, 587360.0099280424 2973450.631288588, 587351.1229686714 2972449.9649261064, 586350.4577158771 2972458.8529269677))",8631046695,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,3035
"1197963.280286 1001017.520396, 1197963.280286 1002017.520396, 1198963.280286 1002017.520396, 1198963.280286 1001017.520396, 1197963.280286 1001017.520396",POINT (1198463.2802863133 1001517.520395831),75.8746012074059,26.884616805793534,"POLYGON ((586359.3446113118 2973459.5171422553, 586368.2293715113 2974460.181408697, 587368.8947274351 2974451.2977030487, 587360.0099280424 2973450.631288588, 586359.3446113118 2973459.5171422553))",8620210652,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,1607
"1197963.280286 1002017.520396, 1197963.280286 1003017.520396, 1198963.280286 1003017.520396, 1198963.280286 1002017.520396, 1197963.280286 1002017.520396",POINT (1198463.2802863133 1002517.520395831),75.87476021396692,26.893649939460627,"POLYGON ((586368.2293715113 2974460.181408697, 586377.1119956442 2975460.8457015464, 587377.7773660203 2975451.9641447496, 587368.8947274351 2974451.2977030487, 586368.2293715113 2974460.181408697))",8621141130,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,1202
"1197963.280286 1003017.520396, 1197963.280286 1004017.520396, 1198963.280286 1004017.520396, 1198963.280286 1003017.520396, 1197963.280286 1003017.520396",POINT (1198463.2802863133 1003517.520395831),75.87491924581597,26.9026830611823,"POLYGON ((586377.1119956442 2975460.8457015464, 586385.992482889 2976461.509996064, 587386.6578429731 2976452.6305889413, 587377.7773660203 2975451.9641447496, 586377.1119956442 2975460.8457015464))",8621141151,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,1748
"1197963.280286 1004017.520396, 1197963.280286 1005017.520396, 1198963.280286 1005017.520396, 1198963.280286 1004017.520396, 1197963.280286 1004017.520396",POINT (1198463.2802863133 1004517.520395831),75.8750783029591,26.91171617073254,"POLYGON ((586385.992482889 2976461.509996064, 586394.8708324207 2977462.1742675044, 587395.5361574647 2977453.297010879, 587386.6578429731 2976452.6305889413, 586385.992482889 2976461.509996064))",8582561114,POINT (586188.6339399975 2974852.364449858),3783537515,Dayal Hospital,5321
"1197963.280286 1005017.520396, 1197963.280286 1006017.520396, 1198963.280286 1006017.520396, 1198963.280286 1005017.520396, 1197963.280286 1005017.520396",POINT (1198463.2802863133 1005517.520395831),75.87523738540233,26.920749267885284,"POLYGON ((586394.8708324207 2977462.1742675044, 586403.7470434138 2978462.838491115, 587404.4123086699 2978453.9633858167, 587395.5361574647 2977453.297010879, 586394.8708324207 2977462.1742675044))",8582561114,POINT (584266.5790762692 2977673.201627969),3783046924,Galta Gate,5988
"1197963.280286 1007017.520396, 1197963.280286 1008017.520396, 1198963.280286 1008017.520396, 1198963.280286 1007017.520396, 1197963.280286 1007017.520396",POINT (1198463.2802863133 1007517.520395831),75.87555562621326,26.938815424094003,"POLYGON ((586412.6211150419 2979463.5026421496, 586421.4930464835 2980464.166695859, 587422.1581179091 2980455.2958956896, 587413.2862957597 2979454.6296890033, 586412.6211150419 2979463.5026421496))",6186388543,POINT (584266.5790762692 2977673.201627969),3783046924,Galta Gate,7370
"1197963.280286 1008017.520396, 1197963.280286 1009017.520396, 1198963.280286 1009017.520396, 1198963.280286 1008017.520396, 1197963.280286 1008017.520396",POINT (1198463.2802863133 1008517.520395831),75.87571478459303,26.94784848269776,"POLYGON ((586421.4930464835 2980464.166695859, 586430.3628369109 2981464.830627486, 587431.0277742915 2981455.961981121, 587422.1581179091 2980455.2958956896, 586421.4930464835 2980464.166695859))",8628387791,POINT (583856.7538289096 2982334.633155098),3993089279,Air Force School,6132
"1197963.280286 1009017.520396, 1197963.280286 1010017.520396, 1198963.280286 1010017.520396, 1198963.280286 1009017.520396, 1197963.280286 1009017.520396",POINT (1198463.2802863133 1009517.520395831),75.87587396829709,26.95688152799963,"POLYGON ((586430.3628369109 2981464.830627486, 586439.2304855022 2982465.494412278, 587439.8952640803 2982456.62792054, 587431.0277742915 2981455.961981121, 586430.3628369109 2981464.830627486))",8627759504,POINT (583856.7538289096 2982334.633155098),3993089279,Air Force School,5980
